Code,Movie,Audience,Open,Screen,watchGradeNm,genres
20162431,극장판 프랭키와 친구들: 생명의 나무,55568,2016-04-13,15,전체관람가,애니메이션
20161364,귀향,3586442,2016-02-24,1,15세이상관람가,드라마
20143509,엽기적인 그녀 2,74581,2016-05-12,16,15세이상관람가,멜로/로맨스
20145506,해어화,484735,2016-04-13,3,15세이상관람가,사극
20159641,위대한 소원,307332,2016-04-21,17,15세이상관람가,코미디
20142621,시간이탈자,1202050,2016-04-13,21,15세이상관람가,스릴러
20152782,"날, 보러와요",1062288,2016-04-07,31,청소년관람불가,미스터리
19860024,겨울나그네,3449,1986-04-12,1,연소자관람불가,드라마
20136068,히말라야,7759635,2015-12-16,1,12세이상관람가,드라마
20150902,대배우,165401,2016-03-30,188,12세이상관람가,코미디
19800068,바람불어 좋은 날,905,1980-11-27,1,연소자관람불가,드라마
19930013,여자의 일생,377,1993-05-28,1,연소자관람불가,멜로/로맨스
20145396,널 기다리며,633208,2016-03-10,48,청소년관람불가,스릴러
20145507,검사외전,9706777,2016-02-03,4,15세이상관람가,범죄
20148048,베테랑,13414136,2015-08-05,1,15세이상관람가,액션
20148841,헬머니,523494,2015-03-05,1,청소년관람불가,코미디
20161722,히야,21501,2016-03-10,16,12세이상관람가,드라마
20150977,좋아해줘,847912,2016-02-17,24,12세이상관람가,멜로/로맨스
20151021,순정,239366,2016-02-24,3,12세이상관람가,드라마
20145171,대호,1762569,2015-12-16,1,12세이상관람가,사극
20152541,무수단,12952,2016-03-03,228,15세이상관람가,미스터리
20150903,번개맨,68734,2016-02-11,8,전체관람가,판타지
20157466,"로봇, 소리",475622,2016-01-27,49,12세이상관람가,드라마
20150025,내부자들: 디 오리지널,2082913,2015-12-31,39,청소년관람불가,범죄
20068576,그날의 분위기,651612,2016-01-14,17,15세이상관람가,멜로/로맨스
20142641,나를 잊지 말아요,427190,2016-01-07,6,15세이상관람가,멜로/로맨스
20144442,조선마술사,627379,2015-12-30,53,12세이상관람가,드라마
20152370,잡아야 산다,54270,2016-01-07,24,15세이상관람가,코미디
19750002,애수의 샌프란시스코,405,1975-03-28,1,전체관람가,멜로/로맨스
20156748,열정같은소리하고있네,654407,2015-11-25,1,15세이상관람가,드라마
20149299,파일 : 4022일의 사육,1286,2015-12-10,4,청소년관람불가,미스터리
20149266,차이나타운,1472102,2015-04-29,1,청소년관람불가,범죄
20147130,타투,11866,2015-12-10,3,청소년관람불가,스릴러
20156557,탐정 : 더 비기닝,2625686,2015-09-24,2,15세이상관람가,코미디
20157176,오디세오,862,2015-10-22,1,전체관람가,공연
20140144,도리화가,316310,2015-11-25,35,12세이상관람가,사극
20159002,서태지밴드 콘서트투어 '콰이어트나이트',5361,2015-11-26,6,전체관람가,공연
20124034,도둑들,12983821,2012-07-25,1,15세이상관람가,액션
20158682,꾸루꾸루와 친구들: 무지개 나무의 비밀,6736,2015-11-19,9,전체관람가,애니메이션
20143513,미쓰 와이프,988391,2015-08-13,2,15세이상관람가,코미디
20148851,암살,12704656,2015-07-22,6,15세이상관람가,액션
20145501,돌연변이,100498,2015-10-22,7,12세이상관람가,드라마
20157465,그놈이다,1045218,2015-10-28,35,15세이상관람가,스릴러
20157464,더 폰,1593592,2015-10-22,7,15세이상관람가,스릴러
20142855,성난 변호사,1127747,2015-10-08,21,15세이상관람가,범죄
20149961,미안해 사랑해 고마워,50571,2015-10-28,5,15세이상관람가,드라마
